,Answer,End,Start,TextTitle,Titles,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
3989,The thing that surprised me the most in the text is that Jamie wins the funniest kid comic. I was surprised because I didn't expect Jamie to win the competition. I expected for Jamie to come in 2nd place and Judy in first,[],[],I Totally Funniest: A Middle School Story,[],1740,,
3990,I would put a picture of the caterpillar eating food.,[],[],The Very Hungry Caterpillar,[],1741,,
3991,"The biggest problem was Mrs.Granger except she was compleatly rooting for the word frindle the whole time.  Personally I would not have ruined the class picture and make the teachers mad. One more thing that I would of done differently is I would not of shared it with friends that told everybody but you can tell it served him well ,he's completely rich!",[],[],Frindle,[],1743,,
3992,the boy who lived because harry potter is the only person to live the death curse by voldemort,[],[],Harry Potter and the Sorcerer's Stone,[],1745,,
3993,"I think that the author respects Brian the most because he gets saved in the book and because he got his hatchet back and he gets food and he gets to go to his dads house and he didn't die when he tries to kill him self and because he didn't die in the 
plain crash",[],[],Hatchet,[],1747,,
3994,Percy Jackson because he is the most powerful character that fights for the gods and also because Percy is very responsible and can get me to safety extremely easily,[],[],"The Lightning Thief (Percy Jackson and the Olympians, #1)",[],1748,,
3995,I would have tried to spend a day with his enemy but he didn't do that ended up having to make any Enemy Pie,[],[],Enemy Pie,[],1751,,
3996,"One idea that I want to remember is when Grover sees the three ancient ladies knitting giant socks while looking at the main character, Percy Jackson.  This is important to me because it is a hilarious part of the story.  It is also important to me because the evil old ladies resemble the evil math teacher that tries to kill Percy.",[],[],"The Lightning Thief (Percy Jackson and the Olympians, #1)",[],1752,,
3997,Because it's the time of the dinosaurs! And nobody NOBODY want's to go to the time of the dinosaurs.Have you ever seen or heard of somebody who wanted to go to the time of the dinosaurs?Have you?Tell me now! I'll take that as a no.Is it a no? Is it?I should stop repeating myself.,[],[],Dinosaurs Before Dark,[],1754,,
3998,"Rev 3:2 ""Be watchful, and strengthen the things which remain, that are ready to die, for I have not found your works perfect before God. This verse helped Andrew because it told him not to give up. He learned not to give up.",[],[],God's Smuggler,[],1755,,
3999,Opals biggest frustration was when her Dad wouldn't help her look for Winn-Dixie. she screamed at him that she he let her mother go just like he is letting Winn-Dixie go she thought her dad was giving up on her and Winn-Dixie so she was sad.,[],[],Because of Winn-Dixie,[],1756,,
4000,"When I saw that picture it made me feel like I had courage but in the picture, it showed John Henry in the middle of the hole he had carved in the mountain and he was holding his two twenty -pound sledgehammers over his head.",[],[],John Henry,[],1771,,
4001,Ivan is a gorilla like no other he is kept in a cage at the mall. Ivan has a gift to draw. He makes pictures so people gather around to watch him. Ivan was not doing swell lately they were gonna ship him away. But there was this one girl she stood up for Ivan the after the miserable twenty four hours of his life  Ivan was afraid but he didn't get shipped away because of the girl.,[],[],The One and Only Ivan,[],1780,,
4002,dogs wearing sneakers but the whole entire book is not about dogs where sneakers some is about anmials wearing clothes and sheep taking shower and got shaving and bear taking baths and cows dancing moose bowling gnus making house that is what the main character care about like what anmials doing,[],[],Dogs Don't Wear Sneakers,[],1791,,
4003,I think Harry would love to be friends with me because I was with him through it all (i read all the books) and because I think I would be in Gryffindor and would be willing to do all those things for my friends.,[],[],Harry Potter and the Order of the Phoenix,[],1792,,
4004,I was happiest in the book when the main character offered the readers five bucks. I was happiest in this moment because I feel this part of the book was really humorous. It was hilarious because he was so desperate to offer money to drive the bus.,[],[],Dont Let The Pigeon Drive The Bus!,[],1793,,
4005,"You guys should read this book! It is truely an enjoyment. You can learn lessons in this book about friendship. 
If you haven't read this book, read it! 
There was Ivan, that had no friends and he wanted one, sooner or later he found one in the mall. At the end of the period time of the book, he made friends. Read more to find out who Ivan is.",[],[],The One and Only Ivan,[],1795,,
4006,"I enjoy the book because it is  active and their is some cool parts in the story. For example, Stink got done the dean  was souped and so funny. I learned don't let your sister bother you.",[],[],Stink: The Incredible Shrinking Kid,[],1797,,
4007,The biggest problem for Olive was that they flew into a tree because the other reindeer where watching Olive. So olive had to practice her dog abilities to assist Santa get back in time for Christmas morning.,[],[],"Olive, the Other Reindeer",[],1798,,
4008,"The biggest problem for Percy Jackson was that he was the son of one of the three most high gods, he was the son of Poseidon.  So there were  a lot of monsters chasing him also he didn't 
 feel confident about his father .  One thing I would have did different was I would have been nicer to my father because then my father could have rubbed  his scent on me and I would have been safer than Percy was.",[],[],"The Lightning Thief (Percy Jackson and the Olympians, #1)",[],1799,,
4009,I think dog man would become a superhero.He already is kind of a superhero.Dog man saves the city all the time from Petey. Although he doesn't have superpowers he can still fight.So I think he will become a superhero.Dog man already acts like a superhero so he might as well become one.,[],[],Dog Man,[],1802,,
4010,I think the main idea is being kind and having a good time because when you smile you are happy and having a good time because you need a good time to have a smile on you face .family makes you mad or sad or happy wich makes you smile,[],[],Smile,[],1803,,
